step,bid,ask,mid,spread,scenario,timestamp
28,999.6,1000.09,999.845,0.4900000000000091,mini_flash_crash,1768730938.984354
29,999.6,1000.09,999.845,0.4900000000000091,mini_flash_crash,1768730938.984755
30,999.6,1000.09,999.845,0.4900000000000091,mini_flash_crash,1768730938.985112
31,999.6,1000.0,999.8,0.39999999999997726,mini_flash_crash,1768730938.985515
32,999.6,1000.0,999.8,0.39999999999997726,mini_flash_crash,1768730938.9858801
33,999.5,1000.09,999.7950000000001,0.5900000000000318,mini_flash_crash,1768730938.986212
34,999.8,1000.09,999.9449999999999,0.2900000000000773,mini_flash_crash,1768730938.9865448
35,999.8,1000.09,999.9449999999999,0.2900000000000773,mini_flash_crash,1768730938.986872
36,998.8,1000.09,999.4449999999999,1.2900000000000773,mini_flash_crash,1768730938.987196
37,998.8,1000.09,999.4449999999999,1.2900000000000773,mini_flash_crash,1768730938.987563
38,998.8,1000.09,999.4449999999999,1.2900000000000773,mini_flash_crash,1768730938.987982
39,998.8,1000.09,999.4449999999999,1.2900000000000773,mini_flash_crash,1768730938.988361
40,998.9,999.9,999.4,1.0,mini_flash_crash,1768730938.988789
41,999.4,999.8,999.5999999999999,0.39999999999997726,mini_flash_crash,1768730938.9891672
42,999.4,999.9,999.65,0.5,mini_flash_crash,1768730938.989512
43,999.6,999.8,999.7,0.1999999999999318,mini_flash_crash,1768730938.989821
44,999.6,999.8,999.7,0.1999999999999318,mini_flash_crash,1768730938.990153
45,999.7,999.8,999.75,0.09999999999990905,mini_flash_crash,1768730938.990516
46,999.7,999.9,999.8,0.1999999999999318,mini_flash_crash,1768730938.990832
47,999.7,999.9,999.8,0.1999999999999318,mini_flash_crash,1768730938.991157
48,999.8,999.9,999.8499999999999,0.10000000000002274,mini_flash_crash,1768730938.991519
49,999.8,1000.09,999.9449999999999,0.2900000000000773,mini_flash_crash,1768730938.9919071
50,999.8,1000.09,999.9449999999999,0.2900000000000773,mini_flash_crash,1768730938.9922938
51,999.9,1000.09,999.995,0.19000000000005457,mini_flash_crash,1768730938.9965398
52,999.9,1000.08,999.99,0.18000000000006366,mini_flash_crash,1768730938.9987452
53,999.9,1000.08,999.99,0.18000000000006366,mini_flash_crash,1768730938.9998028
54,999.6,1000.08,999.84,0.4800000000000182,mini_flash_crash,1768730939.001158
55,999.7,999.9,999.8,0.1999999999999318,mini_flash_crash,1768730939.002113
56,999.7,999.9,999.8,0.1999999999999318,mini_flash_crash,1768730939.003239
57,999.7,999.9,999.8,0.1999999999999318,mini_flash_crash,1768730939.004595
58,999.5,1000.08,999.79,0.5800000000000409,mini_flash_crash,1768730939.0058692
59,998.9,999.8,999.3499999999999,0.8999999999999773,mini_flash_crash,1768730939.006977
60,998.6,999.4,999.0,0.7999999999999545,mini_flash_crash,1768730939.0091782
61,998.6,999.4,999.0,0.7999999999999545,mini_flash_crash,1768730939.010248
62,998.6,999.4,999.0,0.7999999999999545,mini_flash_crash,1768730939.011261
63,998.3,999.7,999.0,1.400000000000091,mini_flash_crash,1768730939.0122628
64,998.6,999.0,998.8,0.39999999999997726,mini_flash_crash,1768730939.013681
65,998.7,998.9,998.8,0.1999999999999318,mini_flash_crash,1768730939.0151281
66,998.8,999.0,998.9,0.20000000000004547,mini_flash_crash,1768730939.016295
67,998.8,998.9,998.8499999999999,0.10000000000002274,mini_flash_crash,1768730939.0173728
68,998.8,998.9,998.8499999999999,0.10000000000002274,mini_flash_crash,1768730939.018315
69,998.8,998.9,998.8499999999999,0.10000000000002274,mini_flash_crash,1768730939.019273
70,998.8,998.9,998.8499999999999,0.10000000000002274,mini_flash_crash,1768730939.020225
71,998.8,998.9,998.8499999999999,0.10000000000002274,mini_flash_crash,1768730939.021578
72,998.8,998.9,998.8499999999999,0.10000000000002274,mini_flash_crash,1768730939.023254
73,998.8,998.9,998.8499999999999,0.10000000000002274,mini_flash_crash,1768730939.024218
74,998.8,998.9,998.8499999999999,0.10000000000002274,mini_flash_crash,1768730939.0250828
75,998.8,998.9,998.8499999999999,0.10000000000002274,mini_flash_crash,1768730939.026129
76,998.8,998.9,998.8499999999999,0.10000000000002274,mini_flash_crash,1768730939.0271711
77,998.8,998.9,998.8499999999999,0.10000000000002274,mini_flash_crash,1768730939.028208
78,998.8,998.9,998.8499999999999,0.10000000000002274,mini_flash_crash,1768730939.0294569
79,998.8,999.7,999.25,0.900000000000091,mini_flash_crash,1768730939.030474
80,999.2,999.3,999.25,0.09999999999990905,mini_flash_crash,1768730939.0313642
81,998.8,999.3,999.05,0.5,mini_flash_crash,1768730939.032353
82,998.8,999.3,999.05,0.5,mini_flash_crash,1768730939.03326
83,998.9,999.2,999.05,0.3000000000000682,mini_flash_crash,1768730939.034251
84,998.9,999.2,999.05,0.3000000000000682,mini_flash_crash,1768730939.035243
85,998.9,999.2,999.05,0.3000000000000682,mini_flash_crash,1768730939.0361211
86,999.0,999.2,999.1,0.20000000000004547,mini_flash_crash,1768730939.037351
87,998.5,999.1,998.8,0.6000000000000227,mini_flash_crash,1768730939.038749
88,998.5,999.1,998.8,0.6000000000000227,mini_flash_crash,1768730939.041204
89,998.5,999.1,998.8,0.6000000000000227,mini_flash_crash,1768730939.042391
90,997.8,999.1,998.45,1.3000000000000682,mini_flash_crash,1768730939.0433931
91,997.9,999.0,998.45,1.1000000000000227,mini_flash_crash,1768730939.044548
92,997.9,999.0,998.45,1.1000000000000227,mini_flash_crash,1768730939.046394
93,997.6,999.3,998.45,1.6999999999999318,mini_flash_crash,1768730939.0473752
94,997.9,999.0,998.45,1.1000000000000227,mini_flash_crash,1768730939.048218
95,997.8,999.1,998.45,1.3000000000000682,mini_flash_crash,1768730939.049112
96,997.8,999.1,998.45,1.3000000000000682,mini_flash_crash,1768730939.04998
97,997.1,999.8,998.45,2.699999999999932,mini_flash_crash,1768730939.0509021
98,998.0,998.9,998.45,0.8999999999999773,mini_flash_crash,1768730939.051732
99,997.6,999.3,998.45,1.6999999999999318,mini_flash_crash,1768730939.052577
100,997.7,999.2,998.45,1.5,mini_flash_crash,1768730939.053483
101,997.7,999.2,998.45,1.5,mini_flash_crash,1768730939.0543349
102,998.4,998.5,998.45,0.10000000000002274,mini_flash_crash,1768730939.0552351
103,997.5,999.4,998.45,1.8999999999999773,mini_flash_crash,1768730939.056045
104,997.7,999.2,998.45,1.5,mini_flash_crash,1768730939.057112
105,998.1,998.8,998.45,0.6999999999999318,mini_flash_crash,1768730939.0580192
106,998.2,998.7,998.45,0.5,mini_flash_crash,1768730939.058864
107,998.2,998.7,998.45,0.5,mini_flash_crash,1768730939.059677
108,998.4,998.7,998.55,0.3000000000000682,mini_flash_crash,1768730939.06052
109,998.4,998.7,998.55,0.3000000000000682,mini_flash_crash,1768730939.061325
110,998.4,998.8,998.5999999999999,0.39999999999997726,mini_flash_crash,1768730939.06211
111,998.4,998.6,998.5,0.20000000000004547,mini_flash_crash,1768730939.063169
112,998.4,998.6,998.5,0.20000000000004547,mini_flash_crash,1768730939.064202
113,998.0,998.5,998.25,0.5,mini_flash_crash,1768730939.065282
114,998.1,998.3,998.2,0.1999999999999318,mini_flash_crash,1768730939.067661
115,996.8,998.45,997.625,1.650000000000091,mini_flash_crash,1768730939.069041
116,997.5,997.6,997.55,0.10000000000002274,mini_flash_crash,1768730939.070533
117,997.5,997.6,997.55,0.10000000000002274,mini_flash_crash,1768730939.0718908
118,997.5,997.6,997.55,0.10000000000002274,mini_flash_crash,1768730939.07312
119,997.5,997.6,997.55,0.10000000000002274,mini_flash_crash,1768730939.074302
120,997.3,997.6,997.45,0.3000000000000682,mini_flash_crash,1768730939.0755641
121,997.3,997.6,997.45,0.3000000000000682,mini_flash_crash,1768730939.076577
122,996.9,997.6,997.25,0.7000000000000455,mini_flash_crash,1768730939.077533
123,997.0,997.5,997.25,0.5,mini_flash_crash,1768730939.0786822
124,996.8,997.3,997.05,0.5,mini_flash_crash,1768730939.080066
125,996.8,997.3,997.05,0.5,mini_flash_crash,1768730939.081412
126,996.9,997.2,997.05,0.3000000000000682,mini_flash_crash,1768730939.082716
127,996.2,997.9,997.05,1.6999999999999318,mini_flash_crash,1768730939.083746
128,997.0,997.2,997.1,0.20000000000004547,mini_flash_crash,1768730939.084641
129,997.0,997.2,997.1,0.20000000000004547,mini_flash_crash,1768730939.085535
130,997.0,997.1,997.05,0.10000000000002274,mini_flash_crash,1768730939.086407
131,997.0,997.1,997.05,0.10000000000002274,mini_flash_crash,1768730939.0877419
132,997.0,997.1,997.05,0.10000000000002274,mini_flash_crash,1768730939.0888
133,996.9,997.1,997.0,0.20000000000004547,mini_flash_crash,1768730939.0899498
134,997.0,997.1,997.05,0.10000000000002274,mini_flash_crash,1768730939.091031
135,997.0,997.1,997.05,0.10000000000002274,mini_flash_crash,1768730939.092224
136,997.0,997.1,997.05,0.10000000000002274,mini_flash_crash,1768730939.093324
137,997.0,997.1,997.05,0.10000000000002274,mini_flash_crash,1768730939.0943081
138,997.0,998.4,997.7,1.3999999999999773,mini_flash_crash,1768730939.095306
139,997.0,998.4,997.7,1.3999999999999773,mini_flash_crash,1768730939.096341
140,997.0,998.45,997.725,1.4500000000000455,mini_flash_crash,1768730939.0976372
141,997.3,998.1,997.7,0.8000000000000682,mini_flash_crash,1768730939.098801
142,997.4,998.0,997.7,0.6000000000000227,mini_flash_crash,1768730939.1000729
143,997.0,998.45,997.725,1.4500000000000455,mini_flash_crash,1768730939.1009789
144,997.6,997.7,997.6500000000001,0.10000000000002274,mini_flash_crash,1768730939.10201
145,997.6,997.8,997.7,0.1999999999999318,mini_flash_crash,1768730939.103364
146,997.6,997.7,997.6500000000001,0.10000000000002274,mini_flash_crash,1768730939.104506
147,997.6,997.7,997.6500000000001,0.10000000000002274,mini_flash_crash,1768730939.105491
148,997.0,997.7,997.35,0.7000000000000455,mini_flash_crash,1768730939.106316
149,997.3,997.4,997.3499999999999,0.10000000000002274,mini_flash_crash,1768730939.107157
150,997.3,997.4,997.3499999999999,0.10000000000002274,mini_flash_crash,1768730939.107886
151,997.3,997.4,997.3499999999999,0.10000000000002274,mini_flash_crash,1768730939.108619
152,997.3,997.4,997.3499999999999,0.10000000000002274,mini_flash_crash,1768730939.1094148
153,997.3,997.4,997.3499999999999,0.10000000000002274,mini_flash_crash,1768730939.110274
154,997.3,997.6,997.45,0.3000000000000682,mini_flash_crash,1768730939.111433
155,997.3,997.8,997.55,0.5,mini_flash_crash,1768730939.1124392
156,997.3,998.45,997.875,1.150000000000091,mini_flash_crash,1768730939.113417
157,997.5,998.2,997.85,0.7000000000000455,mini_flash_crash,1768730939.11435
158,997.5,998.2,997.85,0.7000000000000455,mini_flash_crash,1768730939.115168
159,997.3,998.45,997.875,1.150000000000091,mini_flash_crash,1768730939.116003
160,997.3,998.45,997.875,1.150000000000091,mini_flash_crash,1768730939.116898
161,997.7,997.9,997.8,0.1999999999999318,mini_flash_crash,1768730939.1176152
162,997.3,997.8,997.55,0.5,mini_flash_crash,1768730939.1183622
163,997.3,997.6,997.45,0.3000000000000682,mini_flash_crash,1768730939.119089
164,996.8,997.6,997.2,0.8000000000000682,mini_flash_crash,1768730939.119769
165,996.8,997.55,997.175,0.75,mini_flash_crash,1768730939.121658
166,996.8,997.55,997.175,0.75,mini_flash_crash,1768730939.122468
167,996.8,997.55,997.175,0.75,mini_flash_crash,1768730939.1231759
168,997.0,997.3,997.15,0.2999999999999545,mini_flash_crash,1768730939.1238642
169,996.9,997.4,997.15,0.5,mini_flash_crash,1768730939.124563
170,996.9,997.4,997.15,0.5,mini_flash_crash,1768730939.125259
171,997.1,997.3,997.2,0.1999999999999318,mini_flash_crash,1768730939.125906
172,996.0,997.55,996.775,1.5499999999999545,mini_flash_crash,1768730939.1265652
173,996.4,997.2,996.8,0.8000000000000682,mini_flash_crash,1768730939.127233
174,996.6,996.8,996.7,0.1999999999999318,mini_flash_crash,1768730939.128673
175,996.6,996.8,996.7,0.1999999999999318,mini_flash_crash,1768730939.1295009
176,995.5,996.7,996.1,1.2000000000000455,mini_flash_crash,1768730939.130173
177,995.4,996.7,996.05,1.3000000000000682,mini_flash_crash,1768730939.130856
178,995.4,996.7,996.05,1.3000000000000682,mini_flash_crash,1768730939.131535
179,995.4,996.8,996.0999999999999,1.3999999999999773,mini_flash_crash,1768730939.132254
180,996.1,996.8,996.45,0.6999999999999318,mini_flash_crash,1768730939.132985
181,996.4,996.9,996.65,0.5,mini_flash_crash,1768730939.133677
182,996.5,996.8,996.65,0.2999999999999545,mini_flash_crash,1768730939.134341
183,996.4,997.2,996.8,0.8000000000000682,mini_flash_crash,1768730939.134946
184,996.8,996.9,996.8499999999999,0.10000000000002274,mini_flash_crash,1768730939.1355782
185,996.1,997.5,996.8,1.3999999999999773,mini_flash_crash,1768730939.136218
186,996.1,997.5,996.8,1.3999999999999773,mini_flash_crash,1768730939.136896
187,996.1,997.5,996.8,1.3999999999999773,mini_flash_crash,1768730939.137575
188,996.7,996.9,996.8,0.1999999999999318,mini_flash_crash,1768730939.1382651
189,996.1,997.5,996.8,1.3999999999999773,mini_flash_crash,1768730939.138943
190,996.8,997.0,996.9,0.20000000000004547,mini_flash_crash,1768730939.1395981
191,996.8,997.0,996.9,0.20000000000004547,mini_flash_crash,1768730939.140219
192,996.3,997.5,996.9,1.2000000000000455,mini_flash_crash,1768730939.140851
193,996.1,996.9,996.5,0.7999999999999545,mini_flash_crash,1768730939.141537
194,996.3,996.7,996.5,0.40000000000009095,mini_flash_crash,1768730939.1422122
195,995.3,996.9,996.0999999999999,1.6000000000000227,mini_flash_crash,1768730939.142872
196,995.6,996.6,996.1,1.0,mini_flash_crash,1768730939.1435058
197,994.8,997.4,996.0999999999999,2.6000000000000227,mini_flash_crash,1768730939.144145
198,996.0,996.2,996.1,0.20000000000004547,mini_flash_crash,1768730939.144763
199,995.7,996.5,996.1,0.7999999999999545,mini_flash_crash,1768730939.1453729
200,995.7,996.1,995.9000000000001,0.39999999999997726,mini_flash_crash,1768730939.146046
201,995.7,996.4,996.05,0.6999999999999318,mini_flash_crash,1768730939.1468601
202,995.8,996.3,996.05,0.5,mini_flash_crash,1768730939.147576
203,995.7,996.4,996.05,0.6999999999999318,mini_flash_crash,1768730939.1482382
204,995.8,996.3,996.05,0.5,mini_flash_crash,1768730939.148888
205,995.6,996.5,996.05,0.8999999999999773,mini_flash_crash,1768730939.149528
206,996.0,996.1,996.05,0.10000000000002274,mini_flash_crash,1768730939.15017
207,995.7,996.1,995.9000000000001,0.39999999999997726,mini_flash_crash,1768730939.150841
208,995.2,996.1,995.6500000000001,0.8999999999999773,mini_flash_crash,1768730939.151604
209,995.3,996.0,995.65,0.7000000000000455,mini_flash_crash,1768730939.152768
210,995.3,996.0,995.65,0.7000000000000455,mini_flash_crash,1768730939.153669
211,994.8,996.1,995.45,1.3000000000000682,mini_flash_crash,1768730939.1548438
212,995.4,995.6,995.5,0.20000000000004547,mini_flash_crash,1768730939.155915
213,995.4,995.8,995.5999999999999,0.39999999999997726,mini_flash_crash,1768730939.1567202
214,995.6,995.8,995.7,0.1999999999999318,mini_flash_crash,1768730939.157668
215,995.6,996.1,995.85,0.5,mini_flash_crash,1768730939.158417
216,995.65,997.55,996.5999999999999,1.8999999999999773,mini_flash_crash,1768730939.160206
217,996.5,996.7,996.6,0.20000000000004547,mini_flash_crash,1768730939.161354
218,995.7,997.5,996.6,1.7999999999999545,mini_flash_crash,1768730939.162407
219,995.65,997.55,996.5999999999999,1.8999999999999773,mini_flash_crash,1768730939.163363
220,996.1,997.1,996.6,1.0,mini_flash_crash,1768730939.164534
221,995.65,997.55,996.5999999999999,1.8999999999999773,mini_flash_crash,1768730939.165513
222,995.9,996.6,996.25,0.7000000000000455,mini_flash_crash,1768730939.166285
223,995.65,996.6,996.125,0.9500000000000455,mini_flash_crash,1768730939.1674051
224,995.65,996.6,996.125,0.9500000000000455,mini_flash_crash,1768730939.168322
225,996.1,996.6,996.35,0.5,mini_flash_crash,1768730939.169069
226,996.1,996.6,996.35,0.5,mini_flash_crash,1768730939.178157
227,996.1,996.6,996.35,0.5,mini_flash_crash,1768730939.179059
228,996.1,996.4,996.25,0.2999999999999545,mini_flash_crash,1768730939.1798358
229,996.1,996.3,996.2,0.1999999999999318,mini_flash_crash,1768730939.18074
230,995.65,996.3,995.9749999999999,0.6499999999999773,mini_flash_crash,1768730939.181495
231,995.65,996.6,996.125,0.9500000000000455,mini_flash_crash,1768730939.182289
232,996.0,996.3,996.15,0.2999999999999545,mini_flash_crash,1768730939.183053
233,995.9,996.4,996.15,0.5,mini_flash_crash,1768730939.183739
234,995.9,996.4,996.15,0.5,mini_flash_crash,1768730939.184352
235,995.9,996.4,996.15,0.5,mini_flash_crash,1768730939.18496
236,995.9,996.4,996.15,0.5,mini_flash_crash,1768730939.185678
237,995.65,996.8,996.2249999999999,1.1499999999999773,mini_flash_crash,1768730939.1864278
238,996.1,996.2,996.1500000000001,0.10000000000002274,mini_flash_crash,1768730939.1875782
239,996.0,996.2,996.1,0.20000000000004547,mini_flash_crash,1768730939.1886961
240,995.65,996.1,995.875,0.4500000000000455,mini_flash_crash,1768730939.189609
241,995.65,996.1,995.875,0.4500000000000455,mini_flash_crash,1768730939.190442
242,995.9,996.1,996.0,0.20000000000004547,mini_flash_crash,1768730939.191315
243,996.0,996.1,996.05,0.10000000000002274,mini_flash_crash,1768730939.192267
244,996.0,996.1,996.05,0.10000000000002274,mini_flash_crash,1768730939.192964
245,996.0,996.1,996.05,0.10000000000002274,mini_flash_crash,1768730939.193697
246,996.0,996.1,996.05,0.10000000000002274,mini_flash_crash,1768730939.194537
247,996.0,996.1,996.05,0.10000000000002274,mini_flash_crash,1768730939.195216
248,996.0,996.1,996.05,0.10000000000002274,mini_flash_crash,1768730939.195879
249,995.9,996.1,996.0,0.20000000000004547,mini_flash_crash,1768730939.1966238
250,995.9,996.1,996.0,0.20000000000004547,mini_flash_crash,1768730939.197398
251,996.0,996.1,996.05,0.10000000000002274,mini_flash_crash,1768730939.198097
252,996.0,996.1,996.05,0.10000000000002274,mini_flash_crash,1768730939.198831
253,996.0,996.2,996.1,0.20000000000004547,mini_flash_crash,1768730939.199497
254,996.0,996.2,996.1,0.20000000000004547,mini_flash_crash,1768730939.200086
255,996.1,996.8,996.45,0.6999999999999318,mini_flash_crash,1768730939.200693
256,996.4,996.5,996.45,0.10000000000002274,mini_flash_crash,1768730939.201421
257,996.4,996.5,996.45,0.10000000000002274,mini_flash_crash,1768730939.202052
258,996.4,996.5,996.45,0.10000000000002274,mini_flash_crash,1768730939.202729
259,996.4,996.5,996.45,0.10000000000002274,mini_flash_crash,1768730939.203451
260,996.4,996.5,996.45,0.10000000000002274,mini_flash_crash,1768730939.2041988
261,996.4,996.5,996.45,0.10000000000002274,mini_flash_crash,1768730939.2048728
262,996.4,996.5,996.45,0.10000000000002274,mini_flash_crash,1768730939.205606
263,995.65,997.3,996.4749999999999,1.6499999999999773,mini_flash_crash,1768730939.2062569
264,996.5,997.5,997.0,1.0,mini_flash_crash,1768730939.206868
265,996.8,997.2,997.0,0.40000000000009095,mini_flash_crash,1768730939.207544
266,996.5,997.55,997.025,1.0499999999999545,mini_flash_crash,1768730939.2081769
267,997.0,997.55,997.275,0.5499999999999545,mini_flash_crash,1768730939.208765
268,997.0,997.55,997.275,0.5499999999999545,mini_flash_crash,1768730939.209379
269,997.1,997.4,997.25,0.2999999999999545,mini_flash_crash,1768730939.2099562
270,997.2,997.55,997.375,0.34999999999990905,mini_flash_crash,1768730939.210588
271,997.4,997.5,997.45,0.10000000000002274,mini_flash_crash,1768730939.211222
272,997.4,997.55,997.4749999999999,0.14999999999997726,mini_flash_crash,1768730939.21184
273,997.4,997.55,997.4749999999999,0.14999999999997726,mini_flash_crash,1768730939.212477
274,997.3,997.55,997.425,0.25,mini_flash_crash,1768730939.2132502
275,997.4,997.5,997.45,0.10000000000002274,mini_flash_crash,1768730939.214027
276,997.4,997.5,997.45,0.10000000000002274,mini_flash_crash,1768730939.214719
277,997.4,997.5,997.45,0.10000000000002274,mini_flash_crash,1768730939.215441
278,997.4,997.5,997.45,0.10000000000002274,mini_flash_crash,1768730939.216147
279,997.4,997.5,997.45,0.10000000000002274,mini_flash_crash,1768730939.216903
280,997.2,997.5,997.35,0.2999999999999545,mini_flash_crash,1768730939.2176042
281,997.2,997.5,997.35,0.2999999999999545,mini_flash_crash,1768730939.218293
282,997.3,997.5,997.4,0.20000000000004547,mini_flash_crash,1768730939.2189372
283,997.2,997.5,997.35,0.2999999999999545,mini_flash_crash,1768730939.219569
284,997.3,997.5,997.4,0.20000000000004547,mini_flash_crash,1768730939.220187
285,997.4,997.5,997.45,0.10000000000002274,mini_flash_crash,1768730939.220858
286,997.4,997.5,997.45,0.10000000000002274,mini_flash_crash,1768730939.22161
287,997.4,997.5,997.45,0.10000000000002274,mini_flash_crash,1768730939.222434
288,997.4,997.5,997.45,0.10000000000002274,mini_flash_crash,1768730939.223191
289,997.4,997.5,997.45,0.10000000000002274,mini_flash_crash,1768730939.223943
290,997.4,997.5,997.45,0.10000000000002274,mini_flash_crash,1768730939.224737
291,997.4,997.5,997.45,0.10000000000002274,mini_flash_crash,1768730939.225621
292,997.4,997.5,997.45,0.10000000000002274,mini_flash_crash,1768730939.226762
293,997.4,997.55,997.4749999999999,0.14999999999997726,mini_flash_crash,1768730939.227544
294,997.4,997.55,997.4749999999999,0.14999999999997726,mini_flash_crash,1768730939.2284212
295,997.4,997.55,997.4749999999999,0.14999999999997726,mini_flash_crash,1768730939.2291431
296,997.4,997.55,997.4749999999999,0.14999999999997726,mini_flash_crash,1768730939.229911
297,997.4,997.55,997.4749999999999,0.14999999999997726,mini_flash_crash,1768730939.230608
298,997.4,997.55,997.4749999999999,0.14999999999997726,mini_flash_crash,1768730939.231349
299,997.4,997.55,997.4749999999999,0.14999999999997726,mini_flash_crash,1768730939.232138
300,997.5,997.55,997.525,0.049999999999954525,mini_flash_crash,1768730939.232836
301,997.5,997.55,997.525,0.049999999999954525,mini_flash_crash,1768730939.23357
302,997.5,997.55,997.525,0.049999999999954525,mini_flash_crash,1768730939.2344398
303,997.5,997.55,997.525,0.049999999999954525,mini_flash_crash,1768730939.2350998
304,997.5,997.55,997.525,0.049999999999954525,mini_flash_crash,1768730939.235796
305,997.5,997.55,997.525,0.049999999999954525,mini_flash_crash,1768730939.236602
306,996.5,997.55,997.025,1.0499999999999545,mini_flash_crash,1768730939.237273
307,996.8,997.3,997.05,0.5,mini_flash_crash,1768730939.238048
308,996.8,997.1,996.95,0.3000000000000682,mini_flash_crash,1768730939.238739
309,996.8,997.1,996.95,0.3000000000000682,mini_flash_crash,1768730939.239447
310,996.2,997.1,996.6500000000001,0.8999999999999773,mini_flash_crash,1768730939.2401652
311,995.65,997.1,996.375,1.4500000000000455,mini_flash_crash,1768730939.240927
312,996.4,996.5,996.45,0.10000000000002274,mini_flash_crash,1768730939.241677
313,996.0,996.9,996.45,0.8999999999999773,mini_flash_crash,1768730939.24236
314,996.1,996.8,996.45,0.6999999999999318,mini_flash_crash,1768730939.2434309
315,996.4,996.6,996.5,0.20000000000004547,mini_flash_crash,1768730939.244218
316,996.1,996.8,996.45,0.6999999999999318,mini_flash_crash,1768730939.244929
317,996.1,996.5,996.3,0.39999999999997726,mini_flash_crash,1768730939.245621
318,996.3,996.4,996.3499999999999,0.10000000000002274,mini_flash_crash,1768730939.246604
319,996.3,996.5,996.4,0.20000000000004547,mini_flash_crash,1768730939.247282
320,996.3,996.5,996.4,0.20000000000004547,mini_flash_crash,1768730939.2479339
321,996.3,996.5,996.4,0.20000000000004547,mini_flash_crash,1768730939.248619
322,995.8,996.5,996.15,0.7000000000000455,mini_flash_crash,1768730939.249305
323,995.9,996.4,996.15,0.5,mini_flash_crash,1768730939.249992
324,995.9,996.4,996.15,0.5,mini_flash_crash,1768730939.2506728
325,996.1,996.3,996.2,0.1999999999999318,mini_flash_crash,1768730939.251345
326,996.1,996.3,996.2,0.1999999999999318,mini_flash_crash,1768730939.2519932
327,996.1,996.3,996.2,0.1999999999999318,mini_flash_crash,1768730939.252665
328,996.1,996.3,996.2,0.1999999999999318,mini_flash_crash,1768730939.25341
329,996.2,996.3,996.25,0.09999999999990905,mini_flash_crash,1768730939.254145
330,996.2,996.6,996.4000000000001,0.39999999999997726,mini_flash_crash,1768730939.255143
331,995.9,996.9,996.4,1.0,mini_flash_crash,1768730939.2558742
332,996.3,996.5,996.4,0.20000000000004547,mini_flash_crash,1768730939.256573
333,996.08,997.4,996.74,1.3199999999999363,mini_flash_crash,1768730939.25859
334,996.2,997.3,996.75,1.099999999999909,mini_flash_crash,1768730939.2596328
335,996.2,997.3,996.75,1.099999999999909,mini_flash_crash,1768730939.260502
336,996.2,997.3,996.75,1.099999999999909,mini_flash_crash,1768730939.261299
337,996.7,996.9,996.8,0.1999999999999318,mini_flash_crash,1768730939.2621598
338,996.6,997.0,996.8,0.39999999999997726,mini_flash_crash,1768730939.263154
339,996.5,997.1,996.8,0.6000000000000227,mini_flash_crash,1768730939.2639282
340,996.6,997.0,996.8,0.39999999999997726,mini_flash_crash,1768730939.2646668
341,996.3,996.8,996.55,0.5,mini_flash_crash,1768730939.26559
342,996.5,996.8,996.65,0.2999999999999545,mini_flash_crash,1768730939.2664142
343,996.5,997.3,996.9,0.7999999999999545,mini_flash_crash,1768730939.2671611
